#{"t_start": 1642353070.985343, "env_id": "happinize-v1"}
r,l,t
353.178484,48,26.92602
320.173502,44,27.098387
286.357841,37,27.254743
357.592196,50,27.388206
328.647138,45,27.565166
191.070979,21,27.716376
298.329769,40,27.798025
292.088531,37,27.938207
333.141458,49,28.077162
347.311879,47,28.247329
329.61373,44,28.417983
174.533367,20,28.564568
329.434595,47,28.64555
170.738634,19,28.799711
242.164908,27,28.872618
345.865647,48,28.97494
268.100202,38,29.139971
349.177654,49,29.276745
297.561049,40,29.447488
271.016898,37,29.58931
206.646358,26,29.713824
382.679726,57,29.81813
160.410245,18,30.005027
409.928563,58,30.083084
344.720927,48,30.284691
361.24256,52,30.455299
351.577353,48,30.638253
277.013423,30,30.801707
335.395196,42,30.914286
373.837631,46,31.067508
339.217517,44,31.233637
398.8835,52,31.401004
348.490865,39,31.585226
279.16618,32,31.722007
326.172976,36,31.838141
370.323673,40,31.969572
252.92109,27,32.109181
321.317535,36,32.213603
406.553829,52,32.353424
294.001828,34,32.53409
345.380572,44,32.658011
354.580084,41,32.812441
325.69041,40,32.956073
275.619339,32,33.097997
418.949369,53,33.219475
317.593751,39,33.403493
383.328632,48,33.542295
376.647396,48,33.710133
245.749294,29,33.869706
382.323845,50,33.981258
366.460309,48,34.154644
238.074914,28,34.314643
330.804439,41,34.418361
389.694083,52,34.565603
347.31032,44,34.744877
323.163051,41,34.899758
194.551386,22,35.039865
403.640215,53,35.128313
360.725061,47,35.308816
333.849574,42,35.472543
361.777434,49,35.627797
384.332942,51,35.807206
401.224421,52,35.991483
376.391644,50,36.178678
365.197708,46,36.353333
345.739167,45,36.516754
9.542748,1,36.658407
369.490054,45,36.68092
336.202343,43,36.839017
339.480596,44,36.994756
410.65942,55,37.163096
346.583703,42,37.360183
348.980686,45,37.512017
426.214797,56,37.679167
333.073068,37,37.870588
391.908838,51,38.004368
264.443525,30,38.180262
470.90073,53,38.298459
373.922721,50,38.486593
346.880212,44,38.662769
360.314411,47,38.820012
404.222959,52,38.990487
224.16227,27,39.168074
243.922292,29,39.265466
527.43706,55,39.381339
225.234839,26,39.565905
287.966541,36,39.663309
350.911436,46,39.794731
364.543525,47,39.956547
376.446933,50,40.12464
398.923673,53,40.300731
341.47988,43,40.486022
466.458479,52,40.652433
408.33093,55,40.847759
347.794032,43,41.038785
410.2375,50,41.199903
423.41518,53,41.377051
308.125726,37,41.560545
359.963856,36,41.693824
382.450294,52,41.829612
471.24675,54,42.01256
237.558471,23,42.192129
245.218333,29,42.274326
395.116873,40,42.380933
467.746238,55,42.5271
407.199885,50,42.716199
249.1825,32,42.885589
299.854714,38,42.998632
404.208276,51,43.137352
361.463708,50,43.323666
325.979124,44,43.499617
355.208462,49,43.654226
353.811977,50,43.824279
358.798661,50,43.998574
315.176456,44,44.174203
326.229758,45,44.329781
440.183201,60,44.496243
325.751632,44,44.701799
238.212209,30,44.85487
319.615832,44,44.966864
277.398222,38,45.123817
313.786636,42,45.259359
330.818482,46,45.415057
279.078017,37,45.576046
231.021237,29,45.704654
327.012467,42,45.81422
354.046522,48,45.965107
381.829412,54,46.13515
86.162242,11,46.307599
328.822281,45,46.357691
352.078302,49,46.516165
373.367311,50,46.686388
362.386231,48,46.863738
274.78043,36,47.031379
283.471241,38,47.161493
422.099877,58,47.302442
242.081539,32,47.494375
371.551966,51,47.615181
262.459575,35,47.792614
381.970273,53,47.923748
367.731445,48,48.118741
362.879565,51,48.293814
342.80923,45,48.472855
456.505464,58,48.642479
319.617075,44,48.8413
409.107179,55,48.997601
208.743608,25,49.177745
321.641033,43,49.274538
180.063826,22,49.41649
65.993182,7,49.487706
238.070475,30,49.522315
416.477484,43,49.634488
342.606148,45,49.785632
442.842355,45,49.948502
386.009929,52,50.10703
418.887701,58,50.293164
357.984319,49,50.49518
288.904304,38,50.66683
339.594372,46,50.801916
462.244803,56,50.96679
403.053537,54,51.163941
396.478105,54,51.355298
515.706448,61,51.548511
312.47512,42,51.753036
284.647312,40,51.89831
208.329078,24,52.034407
244.638848,25,52.119591
491.165442,50,52.218215
425.434996,49,52.393115
403.93651,57,52.56553
439.04884,46,52.763921
326.240376,46,52.92473
287.00871,29,53.081008
377.091026,38,53.18743
297.678975,40,53.321429
516.956612,55,53.466982
395.58308,53,53.661216
501.045092,52,53.84594
435.857787,44,54.026208
405.035467,54,54.187318
398.97992,46,54.37486
385.457016,43,54.534756
449.492418,46,54.689739
412.160652,46,54.853735
375.083842,49,55.017777
332.043487,45,55.190056
434.300417,50,55.354011
343.652149,46,55.527411
462.477778,56,55.694077
459.428307,48,55.888476
497.538362,52,56.059551
339.346505,42,56.23922
499.445366,56,56.397599
405.742126,45,56.592346
413.251401,42,56.749377
471.975842,49,56.902688
423.782638,53,57.081681
336.660326,33,57.262141
461.68567,48,57.393178
447.810895,56,57.567501
402.905376,56,57.765982
429.468976,49,57.964766
388.900967,49,58.137035
448.228957,58,58.316749
388.301464,39,58.518957
423.178553,45,58.660474
398.265688,43,58.821347
350.595214,49,58.973363
404.813745,55,59.151237
201.019353,23,59.33731
314.003327,42,59.427868
429.04003,43,59.580132
199.555149,20,59.728045
305.055416,41,59.810705
436.924969,50,59.965147
371.850145,37,60.137878
425.188981,44,60.272383
351.472762,42,60.427826
366.867735,38,60.573879
419.785933,42,60.709641
286.477228,39,60.858606
460.097544,53,61.053997
378.768755,48,61.256385
461.003503,50,61.438908
318.924651,41,61.622661
421.835914,59,61.785509
522.682102,54,62.008617
281.700261,36,62.20293
146.224766,18,62.326443
366.858746,47,62.401447
393.448598,40,62.565711
410.910866,48,62.710478
507.622572,52,62.88168
399.779418,44,63.067062
337.321681,49,63.225832
374.821678,49,63.401596
260.56907,35,63.57021
358.259675,40,63.695189
339.413233,34,63.83474
428.806122,51,63.960308
386.189816,40,64.137411
462.878592,47,64.2815
491.236233,50,64.445896
302.121222,33,64.613774
506.787876,53,64.74049
248.587418,32,64.91564
413.165849,56,65.036011
475.460645,49,65.231466
418.579425,44,65.402913
438.055924,50,65.561473
476.05417,50,65.736737
324.819412,32,65.905014
530.531642,55,66.025193
489.819759,60,66.220367
397.328129,50,66.427458
368.100547,37,66.598116
401.765764,46,66.73375
461.108538,57,66.899887
376.17552,42,67.093429
294.068172,33,67.239849
288.935197,29,67.358641
429.279374,50,67.470003
542.47423,58,67.647587
345.263939,43,67.850071
489.622742,57,68.010783
396.442979,40,68.207695
412.937718,48,68.354133
394.656886,48,68.523619
417.427698,45,68.691929
339.189083,37,68.851396
409.331211,43,68.997182
399.685677,44,69.15707
362.239851,35,69.312693
227.86163,22,69.435066
372.783933,44,69.523326
381.640805,47,69.683999
465.829348,58,69.85885
222.126542,25,70.055362
404.215264,53,70.153814
155.220265,17,70.327752
367.573039,39,70.395287
278.874159,27,70.529928
279.986681,27,70.624784
425.365578,45,70.729357
308.557644,31,70.881146
443.942979,50,70.999893
394.000388,47,71.176024
314.185776,31,71.334556
365.267063,37,71.449449
332.212087,38,71.581517
484.180418,54,71.727309
463.068611,53,71.922925
233.840531,27,72.101135
438.661082,47,72.204634
368.768143,40,72.366768
500.282261,52,72.511521
403.376555,44,72.688882
428.628682,44,72.841403
448.845697,55,72.999016
338.7391,39,73.184379
414.386678,47,73.33341
361.372554,40,73.493211
386.951465,47,73.633702
370.077267,39,73.795751
447.260936,49,73.933909
433.609391,45,74.104858
487.841863,51,74.262962
356.590733,37,74.438547
368.236038,36,74.568371
408.793573,46,74.6994
340.475526,43,74.862204
317.033077,31,75.010791
437.352686,47,75.126652
341.874395,33,75.289219
464.026086,53,75.415458
446.867986,49,75.600739
400.693036,45,75.771832
478.586634,57,75.933889
426.455126,48,76.126877
380.776873,43,76.298832
452.249665,49,76.466497
351.096501,36,76.639405
352.28794,36,76.767194
253.14416,25,76.890562
342.019911,38,76.984916
302.098373,37,77.119484
395.888134,46,77.251624
429.705452,44,77.410907
381.480873,46,77.563858
244.995437,24,77.718791
458.016162,52,77.817021
435.533206,45,78.000255
408.751694,43,78.159831
362.978422,37,78.307395
418.802161,46,78.445861
401.465958,45,78.607726
446.818826,47,78.766193
463.092425,55,78.946126
405.040552,43,79.141666
407.959282,49,79.297222
368.581491,44,79.463695
413.976398,43,79.617424
415.596155,44,79.772812
308.788348,31,79.923321
462.596776,49,80.039583
183.561123,18,80.201663
462.058037,49,80.277013
422.732572,47,80.448103
505.979585,56,80.616269
321.056586,38,80.804842
176.262337,17,80.92827
519.129566,56,81.000869
383.29247,43,81.193577
401.044431,40,81.343034
193.050588,19,81.477681
414.080687,43,81.553025
398.8337,40,81.702398
297.658339,30,81.838697
297.407776,32,81.944881
454.205221,51,82.063787
321.214182,34,82.23417
492.49609,56,82.361038
453.412472,52,82.553852
368.16279,38,82.731765
462.550096,50,82.868797
250.437939,26,83.035074
287.374808,29,83.128649
397.400513,40,83.235823
375.599157,45,83.37574
492.893413,51,83.532363
446.849369,47,83.711662
358.231377,46,83.875772
358.909218,42,84.036983
356.958458,43,84.184619
384.64795,46,84.337442
293.133895,30,84.491928
437.524903,52,84.6055
343.318726,40,84.783391
389.014623,43,84.926015
373.338551,40,85.073822
322.127457,38,85.214035
381.448335,42,85.348282
291.866173,35,85.494461
386.600586,46,85.625121
420.085231,49,85.789675
330.976599,34,85.956971
360.337978,48,86.08183
367.055358,38,86.25006
453.011542,52,86.390161
276.964077,34,86.565182
357.311603,46,86.688172
194.969473,20,86.841856
406.862991,43,86.922237
414.613111,54,87.077325
262.865802,32,87.257009
462.915815,55,87.377627
503.936691,58,87.572972
327.317447,45,87.771389
311.659451,41,87.928469
405.022832,49,88.075964
256.746148,29,88.243528
284.942566,32,88.346593
439.513102,48,88.465114
409.944513,50,88.63524
396.872969,54,88.814647
397.106324,54,89.008627
337.744937,46,89.203972
338.322485,48,89.366895
357.656824,49,89.539283
455.464717,52,89.717844
327.713447,43,89.904227
490.920969,57,90.061457
484.396471,53,90.260155
325.072626,46,90.440268
458.13273,53,90.602893
220.221225,30,90.779075
285.89254,39,90.887195
427.415117,52,91.027386
347.477662,38,91.203604
333.554227,46,91.337253
478.244759,54,91.499188
409.638824,56,91.688404
353.833015,45,91.878247
375.600902,50,92.037441
304.678121,38,92.207603
292.801876,42,92.340097
363.239079,47,92.488731
268.201556,33,92.643987
276.782347,37,92.761628
390.771205,49,92.893802
302.368043,42,93.062425
329.197714,39,93.209315
417.711161,57,93.349559
393.892631,56,93.55165
277.772014,36,93.744054
295.572777,38,93.870013
412.139455,56,94.009147
315.629418,44,94.197631
261.749,33,94.344838
338.629158,48,94.463013
296.733254,43,94.628506
370.740623,51,94.781811
257.363646,34,94.952306
377.284613,49,95.075583
304.956838,42,95.242763
201.14747,24,95.381132
268.869512,35,95.467853
325.364777,44,95.589974
336.255265,45,95.742977
387.428412,51,95.901782
314.207496,40,96.074282
291.323879,40,96.214159
307.257257,41,96.352842
302.028884,42,96.495479
359.33478,50,96.64305
256.370795,33,96.810296
342.193017,46,96.927975
358.228677,47,97.087847
335.027727,46,97.25161
247.113879,35,97.408229
275.61934,38,97.530198
239.761938,32,97.660318
287.483693,38,97.775197
256.377499,34,97.906881
282.101268,39,98.026469
372.407897,47,98.168607
268.920616,38,98.329948
274.259369,38,98.464543
298.066671,35,98.597903
284.607994,38,98.723291
350.373565,48,98.857955
299.843219,36,99.018714
231.361517,31,99.142377
333.033241,48,99.253745
33.356227,4,99.408158
186.04371,21,99.431718
361.981544,50,99.52079
386.247198,51,99.694148
363.298358,51,99.870187
326.422255,43,100.044644
281.823663,32,100.188429
304.185183,42,100.302536
323.389579,46,100.44972
381.206027,52,100.612375
290.988507,34,100.787175
380.450277,51,100.911372
437.517292,60,101.090108
326.594024,44,101.294523
240.887174,32,101.44483
313.522785,43,101.560749
426.528483,52,101.712237
349.102936,44,101.888038
413.547423,50,102.043445
439.350824,55,102.220056
392.07545,51,102.417797
273.611595,34,102.589362
368.887271,51,102.715347
247.458459,31,102.888812
9.343052,1,102.985363
490.955776,59,103.013093
334.775091,47,103.215111
383.379399,50,103.439477
232.084997,28,103.605144
272.888028,41,103.706931
408.585793,52,103.851855
273.8043,36,104.025487
328.133503,43,104.152083
413.220047,56,104.306294
302.140042,41,104.491954
365.848834,43,104.634545
381.445122,54,104.789293
357.544479,44,104.975153
162.659172,21,105.118387
337.240274,50,105.20065
376.350371,48,105.373174
448.350396,52,105.543996
172.575763,20,105.712627
302.842359,39,105.789341
366.302929,46,105.927301
350.686176,44,106.085258
312.969921,38,106.235092
332.258112,44,106.369941
247.04726,30,106.519891
360.669525,51,106.635639
166.242642,19,106.806922
408.629001,58,106.89117
375.586191,46,107.093994
367.823044,52,107.257245
318.436965,42,107.43612
380.120008,52,107.588049
320.793271,42,107.769145
382.181747,54,107.923604
341.010622,46,108.109026
319.142177,41,108.269377
369.197519,48,108.414786
113.450465,13,108.571266
376.410813,49,108.631704
397.89293,52,108.805702
276.34203,38,108.980191
345.428943,48,109.116562
268.056703,33,109.278948
277.609623,33,109.395847
365.67246,51,109.517522
341.753754,48,109.703408
329.422995,44,109.868092
377.97106,52,110.023737
286.351828,38,110.201644
197.712614,25,110.329932
301.234828,40,110.421816
384.44034,54,110.564641
308.786407,42,110.747368
450.145271,51,110.897097
361.388009,48,111.074185
275.016787,37,111.2361
291.775589,39,111.363924
438.972004,60,111.510424
185.214831,23,111.70535
315.462509,46,111.793108
389.38931,52,111.953642
273.525609,37,112.131284
262.09259,32,112.25945
305.083898,43,112.373973
310.957597,42,112.521849
383.525163,54,112.672636
347.177366,48,112.859277
349.212636,48,113.025563
274.780362,34,113.189948
223.517378,27,113.308663
351.953091,47,113.413075
273.210384,37,113.570946
334.260942,44,113.705623
445.549911,50,113.860327
257.353757,34,114.029131
351.457065,39,114.150572
310.87887,43,114.287672
382.472127,51,114.443374
378.368779,55,114.621549
272.513916,37,114.810304
372.929854,43,114.942887
323.072092,42,115.092672
307.654071,39,115.237837
254.827854,35,115.370149
359.041339,48,115.496367
419.606724,51,115.664317
345.019376,42,115.836194
227.579812,29,115.979406
375.55783,50,116.092334
381.841894,53,116.265975
480.014085,54,116.448544
441.823344,50,116.637067
255.832493,33,116.803373
391.937168,50,116.925436
290.484405,42,117.096687
387.557082,44,117.245047
340.498695,47,117.400357
415.567742,47,117.570626
236.680906,27,117.731992
385.771237,43,117.832292
205.50701,23,117.978869
444.214473,58,118.074785
293.327976,39,118.26956
347.923694,41,118.409406
468.931711,53,118.557334
363.940917,49,118.747027
369.237379,44,118.918024
376.60416,52,119.07425
423.718568,57,119.258592
294.946771,39,119.454142
501.556204,56,119.597863
289.309463,39,119.807376
369.983551,50,119.963369
418.994201,58,120.15556
263.764347,38,120.364688
337.515217,49,120.510608
330.33613,47,120.696296
272.864237,39,120.871479
350.831558,49,121.078078
385.387847,54,121.290672
84.183188,10,121.476899
319.177484,46,121.529901
331.554539,45,121.703938
381.035322,53,121.873108
336.201539,38,122.068869
334.801696,48,122.216523
393.820219,49,122.395923
372.345166,49,122.577028
322.502353,44,122.758229
374.687694,50,122.926141
498.483125,54,123.114336
238.093249,31,123.311239
385.773157,53,123.437389
378.416116,43,123.636911
365.170343,46,123.79879
335.725227,46,123.974789
389.665534,56,124.15363
425.268183,58,124.3698
448.55372,50,124.586239
421.048501,50,124.780177
255.561941,30,124.96643
309.005924,42,125.089063
324.058445,44,125.257123
285.364548,38,125.424654
444.757285,58,125.577585
423.208822,56,125.797379
381.480162,48,126.00142
402.917565,51,126.187195
239.564123,31,126.371477
385.508612,46,126.493268
244.382006,27,126.65785
174.020554,24,126.762729
386.990244,49,126.862741
510.041777,58,127.052071
338.337774,38,127.264302
294.765944,39,127.400856
215.725082,29,127.538794
362.567447,40,127.644902
317.028318,39,127.788904
96.067562,11,127.914326
374.785337,46,127.963578
418.328119,46,128.122751
419.55853,46,128.281956
512.118975,56,128.441589
303.971556,40,128.626812
115.443175,14,128.753457
333.934149,42,128.812062
391.958187,50,128.957124
332.826049,45,129.124161
314.123576,33,129.273967
373.27767,47,129.388878
327.951941,40,129.547079
409.654882,54,129.689587
311.411395,39,129.867959
448.659993,49,130.003592
465.28957,53,130.174007
320.044622,35,130.34537
363.757917,46,130.468025
411.854964,50,130.625773
427.874407,50,130.796367
425.52215,51,130.968043
424.379019,56,131.142437
388.601331,50,131.328132
321.973741,37,131.49267
349.187691,51,131.624013
265.844281,28,131.788779
433.4425,55,131.893692
303.783808,37,132.07441
455.561242,56,132.205689
146.040534,16,132.381323
314.811947,42,132.44444
465.253326,58,132.592261
366.116112,51,132.785953
207.58217,23,132.95102
360.078671,38,133.033625
315.881268,33,133.165576
321.913812,35,133.288473
398.733905,51,133.413244
332.623129,44,133.584035
310.113382,40,133.733288
464.379,58,133.874273
434.657523,59,134.071733
407.963191,53,134.268553
385.425299,49,134.449406
332.964788,45,134.613163
364.937573,44,134.771751
354.684068,49,134.926693
443.156045,55,135.09941
367.199055,49,135.290445
420.77414,52,135.459495
359.74851,44,135.639933
382.064948,48,135.795604
123.350827,13,135.947906
395.391478,49,136.007402
299.442786,41,136.171671
355.456033,45,136.315195
420.928283,49,136.472915
326.25571,41,136.64146
453.908461,53,136.791867
355.210434,40,136.970001
432.29236,55,137.11404
414.573048,43,137.296101
345.097147,44,137.44707
483.811051,53,137.600426
404.410702,51,137.782651
258.941949,36,137.953736
471.084618,59,138.084965
379.097248,44,138.28002
399.062357,50,138.430015
381.173563,46,138.597488
419.275569,53,138.756352
136.392309,15,138.924001
453.69787,52,138.98935
303.670494,36,139.161125
436.977337,59,139.292031
374.763011,42,139.485276
330.350282,43,139.63147
310.513246,33,139.77407
492.448838,54,139.897382
437.162398,57,140.083739
443.623632,56,140.275722
470.799674,50,140.465414
485.36727,52,140.635539
483.050542,55,140.814013
427.562975,55,141.001947
365.573368,45,141.191217
429.905506,56,141.35546
558.455313,59,141.551227
362.476727,42,141.75407
308.55581,42,141.899723
427.444619,51,142.049755
514.401382,54,142.228572
335.495686,42,142.409827
465.687213,48,142.55688
359.249839,48,142.721428
357.384833,42,142.883094
403.815563,42,143.025626
264.1095,30,143.166959
341.695916,41,143.275316
306.36521,31,143.415864
435.787636,46,143.528642
263.119341,30,143.681745
327.814476,36,143.787329
437.176259,53,143.921248
427.625065,51,144.114179
377.777998,46,144.294487
535.207119,60,144.458096
202.799962,25,144.650337
365.132013,43,144.742365
446.043405,55,144.895953
465.703368,49,145.08041
487.291053,51,145.249271
445.624834,52,145.422554
417.289349,46,145.596632
305.972564,36,145.74918
320.926548,41,145.874156
376.726699,44,146.017088
412.033923,48,146.167885
204.608601,25,146.324214
319.974684,34,146.412354
447.412714,52,146.53554
291.390866,29,146.704377
528.647849,55,146.815907
352.717835,37,146.996389
341.785706,44,147.126011
478.849921,51,147.279074
384.619979,45,147.449564
356.854615,38,147.603969
303.599097,35,147.731169
304.972635,36,147.85043
415.177202,45,147.975782
299.159696,41,148.128418
320.310363,37,148.265857
297.030705,32,148.393614
427.96788,54,148.514637
454.966036,51,148.699646
554.177893,58,148.876633
435.031141,49,149.071742
323.767847,35,149.234324
328.534564,43,149.356181
401.179441,48,149.505617
395.260799,43,149.666666
454.117979,51,149.815634
470.520926,51,149.989493
456.981469,60,150.164946
478.134875,52,150.367149
424.742811,52,150.543168
369.088779,43,150.71683
452.152294,53,150.867095
394.427508,49,151.042529
373.287323,41,151.206798
406.605823,49,151.34871
478.574793,52,151.517867
305.241025,31,151.687525
446.052778,47,151.797616
381.311894,44,151.957944
387.570944,40,152.106564
255.033965,25,152.239397
319.362753,38,152.329003
344.119244,42,152.459069
350.383426,38,152.601207
404.525928,47,152.733595
459.245565,48,152.895977
397.457781,49,153.06209
201.645079,20,153.221306
370.894192,38,153.297369
429.661241,50,153.431134
501.601701,54,153.602254
326.66109,44,153.787828
410.380003,43,153.94318
406.19323,48,154.094752
447.643679,50,154.260259
336.266074,40,154.43183
193.400815,23,154.567065
306.993301,41,154.654685
400.001567,51,154.80128
259.049072,28,154.967888
399.10823,45,155.070388
356.138602,45,155.225938
362.256929,44,155.378949
151.500306,16,155.52152
464.215467,51,155.590523
397.861167,50,155.768221
398.90718,55,155.942801
197.121825,27,156.125337
408.96764,51,156.231832
417.155845,46,156.409629
199.778888,20,156.563813
455.093812,50,156.645198
341.126821,44,156.817049
471.244139,56,156.977538
479.518875,51,157.169388
409.578081,47,157.349911
244.21067,26,157.507829
277.355038,31,157.601223
460.178328,49,157.717746
282.690471,36,157.880699
466.733428,51,158.012341
321.796994,40,158.183974
243.687682,30,158.31812
555.70141,59,158.434664
402.491821,46,158.636263
313.603712,33,158.791515
466.472131,52,158.913419
268.428675,28,159.081193
97.52898,11,159.169815
407.666216,50,159.220325
202.963466,22,159.380297
359.218919,49,159.467127
427.633735,46,159.639124
357.05634,48,159.799146
353.880559,47,159.964213
284.691048,40,160.120852
503.299073,58,160.268106
323.107268,38,160.461688
400.721416,43,160.59504
399.536581,55,160.750606
63.75703,7,160.921992
212.617958,27,160.954592
267.984662,36,161.050382
418.127107,44,161.180391
413.264593,52,161.338009
342.60106,47,161.516851
411.035567,53,161.678064
290.157196,38,161.850296
253.064917,31,161.977741
204.023963,29,162.084029
387.057265,40,162.186384
324.190231,35,162.32103
446.382491,47,162.447462
352.580578,49,162.608066
242.816976,35,162.771008
458.129793,52,162.894964
401.244195,48,163.070258
356.493291,41,163.232208
287.610217,31,163.376896
418.528012,45,163.492241
417.526219,47,163.649147
283.515574,33,163.804663
297.314502,38,163.920296
283.266118,38,164.050976
392.02841,46,164.185002
395.346557,54,164.351593
405.582991,57,164.537715
136.218841,15,164.714082
363.608073,51,164.779957
416.792419,52,164.955358
358.54305,39,165.129654
422.708276,46,165.267109
196.275841,21,165.417041
365.682338,44,165.497509
424.555607,48,165.653529
188.404549,26,165.811496
363.171114,50,165.909448
307.854337,40,166.081785
277.133443,38,166.220338
486.805866,55,166.356608
387.564324,50,166.55108
364.047773,47,166.730213
255.766235,36,166.891623
348.27606,44,167.022707
302.158891,43,167.174527
306.657162,39,167.320607
419.034243,52,167.457848
232.489417,28,167.627603
454.24152,49,167.73142
316.221736,41,167.899278
330.774895,42,168.038545
447.798207,54,168.188119
456.6398,56,168.373882
290.306349,40,168.559063
315.47345,43,168.696864
325.815466,43,168.846812
409.939255,53,168.997198
338.780997,36,169.175291
497.588893,56,169.30399
382.359031,53,169.491713
338.6797,44,169.667341
357.622678,47,169.819083
308.517334,34,169.979995
311.961908,40,170.099042
339.547301,45,170.236118
282.462075,38,170.386692
79.353607,9,170.504607
391.711285,47,170.55021
349.082736,50,170.709203
340.66363,46,170.877969
288.149496,36,171.033072
203.735649,26,171.153923
290.224627,38,171.247267
114.82006,13,171.367422
137.020956,16,171.414726
406.352784,58,171.483938
335.658399,44,171.678325
354.616192,45,171.828411
325.568564,45,171.981501
385.599743,50,172.138602
327.501987,42,172.305868
304.591654,42,172.448458
287.590194,40,172.589882
420.849261,49,172.730192
398.76205,42,172.896916
349.625941,45,173.040448
343.19894,46,173.195038
371.282782,51,173.355855
377.519258,54,173.531819
387.148791,55,173.718944
412.892708,55,173.913144
401.5009,54,174.100383
217.699769,25,174.273001
341.225144,45,174.367638
360.206299,49,174.520767
340.699229,45,174.686815
319.147606,42,174.83898
316.655311,42,174.984631
224.950224,30,175.123396
304.22642,33,175.227013
264.224018,30,175.338172
375.295997,50,175.447302
359.60967,46,175.616974
363.623366,52,175.774009
422.590812,55,175.954207
412.470267,53,176.142308
392.303312,49,176.325185
217.894152,28,176.486149
370.112029,49,176.590578
357.776929,45,176.759456
334.237539,46,176.912688
248.607573,34,177.066911
303.170046,41,177.188756
407.27241,54,177.332529
401.095622,54,177.514658
296.820109,42,177.696836
222.610265,30,177.83604
400.263456,54,177.946508
291.579441,40,178.126783
373.264104,49,178.269671
390.060702,52,178.442779
360.474343,46,178.618479
345.109,49,178.776098
318.936803,44,178.944754
