#{"t_start": 1643235215.2219224, "env_id": "happinize-v1"}
r,l,t
404.661699,52,0.514287
401.539905,47,0.533235
438.783803,46,0.938741
302.888309,31,1.770989
531.664892,59,1.979297
401.187949,44,2.299647
386.864046,43,2.536635
386.779567,40,2.871873
353.622785,38,3.179566
113.217153,11,3.40931
469.374091,52,3.513793
434.669273,47,3.820185
396.998693,45,4.188981
456.938816,54,4.474899
289.986722,28,4.77798
518.981407,54,5.042526
389.007373,38,5.384344
251.40832,25,5.631914
388.820322,40,5.800007
406.290333,45,5.997555
433.323333,44,6.14109
467.056437,49,6.28406
390.736412,41,6.443206
424.373954,44,6.575315
256.715652,26,6.711164
381.271317,39,6.799303
400.166029,41,6.930024
493.997298,51,7.064415
380.777271,39,7.227818
403.983416,42,7.355963
244.743215,24,7.488492
503.463316,52,7.576971
425.891426,46,7.752068
87.441674,9,7.889513
475.063602,49,7.937521
292.863575,29,8.088336
451.959558,50,8.190253
525.017762,55,8.35341
446.347589,46,8.52419
424.351173,45,8.670161
379.666839,40,8.823229
464.086978,48,8.954873
402.405124,44,9.106348
488.358973,51,9.254207
305.211168,30,9.410571
572.188888,61,9.521993
331.933344,34,9.708803
424.75607,45,9.827479
351.27119,35,9.974375
11.487767,1,10.070867
393.4348,41,10.090124
414.285114,43,10.221461
365.934988,38,10.360867
469.212183,55,10.493275
412.86469,42,10.670713
443.754525,49,10.811005
581.590537,61,10.976453
420.867849,44,11.170197
360.171952,37,11.31042
480.176822,50,11.437722
494.676976,53,11.601804
479.070393,50,11.777926
424.275826,43,11.939762
484.304568,50,12.082466
428.937392,44,12.239376
442.294076,46,12.379382
403.985923,43,12.526649
543.753029,57,12.67026
404.526823,42,12.850878
459.21474,48,12.984319
425.912223,45,13.132713
505.651935,52,13.281308
472.92238,50,13.449818
346.734635,36,13.605471
358.306293,38,13.723214
333.846776,33,13.844965
289.639279,29,13.951604
387.766771,39,14.05136
450.67677,49,14.181769
427.607434,50,14.3389
427.916811,46,14.497121
463.138263,49,14.644636
332.280858,34,14.791567
420.847346,43,14.910627
431.30068,45,15.052224
428.332605,47,15.197664
363.228941,38,15.35431
456.636698,48,15.482312
415.498154,43,15.636184
457.722648,47,15.775132
400.593611,42,15.923968
514.32188,58,16.065611
467.485986,50,16.253752
471.899976,50,16.416998
418.380431,43,16.582147
382.538556,38,16.724712
475.511939,50,16.876239
379.506099,39,17.03569
554.06417,59,17.172558
361.874088,39,17.353335
380.945016,39,17.483227
371.892686,38,17.612853
302.002632,30,17.734397
503.097773,53,17.84393
410.25843,45,18.0163
404.502217,41,18.161238
376.591902,38,18.298391
485.937283,53,18.42624
523.681433,59,18.59901
485.877908,51,18.780366
465.526713,50,18.944997
362.042178,37,19.109138
411.114874,43,19.231731
355.192338,36,19.370984
405.555309,43,19.49176
506.324573,52,19.639792
515.703772,55,19.812444
380.38259,39,19.98403
265.59596,26,20.105322
499.69468,53,20.207596
