#{"t_start": 1642020312.970663, "env_id": "happinize-v1"}
r,l,t
302.541811,44,16.910616
293.895584,44,17.064086
319.561249,47,17.219887
327.327064,47,17.383799
329.306496,47,17.549833
353.223354,50,17.715827
352.239501,50,17.940193
273.952335,37,18.110373
366.251628,52,18.246831
398.068163,56,18.428269
299.126547,39,18.616432
365.567202,49,18.756475
243.141481,32,18.925858
222.83946,28,19.036201
293.427434,40,19.14052
410.051653,57,19.293694
230.609276,29,19.481486
391.249646,53,19.59417
244.427523,32,19.769525
305.716495,41,19.933722
296.201337,40,20.079209
290.407004,39,20.219022
312.900678,41,20.356065
397.039816,56,20.505929
330.424908,43,20.696354
368.435567,50,20.848219
349.522869,48,21.024549
351.748808,47,21.190683
364.434933,49,21.354383
341.168882,47,21.520738
129.761899,15,21.672324
382.476081,54,21.738069
367.77886,50,21.968832
265.586976,35,22.148973
345.973486,49,22.278935
364.399996,50,22.449771
387.474823,54,22.626782
368.439257,51,22.812205
359.166259,49,22.988892
415.269851,58,23.160696
315.981065,45,23.356009
363.725671,48,23.514412
414.742815,58,23.690431
34.802807,4,23.874571
315.690077,43,23.904372
304.504412,40,24.099847
320.870086,42,24.239429
311.693717,43,24.38479
283.908242,39,24.532222
258.89024,33,24.664707
367.963018,50,24.787678
304.175333,39,24.957342
359.486081,49,25.097255
65.62947,8,25.256984
299.975997,40,25.297532
275.153619,35,25.433329
349.739533,47,25.557777
362.820347,48,25.722612
410.75795,58,25.90236
352.726214,48,26.144567
333.737812,45,26.309183
147.880728,19,26.452692
370.234743,50,26.532219
283.69901,36,26.702017
226.475924,29,26.826277
151.849961,19,26.922992
134.2638,16,26.990894
338.218271,46,27.06249
355.970181,50,27.228
368.898774,51,27.4001
365.360852,50,27.57632
325.551847,44,27.748789
312.758544,41,27.900836
306.64158,41,28.045838
373.519745,50,28.234895
349.074364,47,28.406823
412.976656,57,28.574975
317.825435,42,28.771142
365.357477,51,28.923192
329.165785,44,29.099341
247.3244,32,29.247383
132.533285,16,29.352233
411.484883,58,29.423705
242.060068,31,29.613265
350.303927,47,29.725053
347.764137,48,29.889145
380.610629,53,30.056544
366.795721,49,30.323282
364.817568,51,30.494966
336.16532,45,30.669712
372.154013,50,30.831565
336.87403,46,31.00533
333.950719,45,31.165594
381.499717,54,31.329417
375.591756,52,31.521619
389.533122,53,31.705787
353.947247,48,31.890923
313.104541,43,32.058259
365.166094,50,32.210739
306.350321,40,32.423219
266.136942,35,32.568708
349.165645,48,32.702309
286.368582,38,32.866725
306.977366,41,33.071474
244.646231,32,33.214541
219.883552,28,33.329043
293.080015,38,33.433338
282.173384,37,33.566828
304.155172,40,33.699281
398.261015,54,33.849329
333.800908,45,34.037597
322.699445,43,34.197839
317.542541,42,34.354481
372.067587,50,34.550886
434.31931,58,34.728153
341.512289,47,34.92643
167.580457,20,35.082012
325.614399,44,35.163989
340.987915,48,35.32423
361.02499,49,35.492625
348.924424,46,35.665434
404.07242,54,35.830869
336.423006,45,36.018164
201.796807,25,36.167623
322.749958,44,36.262849
331.312403,43,36.416608
310.302636,41,36.614292
395.607358,55,36.766694
350.877988,48,36.958116
380.851345,50,37.128116
247.424313,32,37.3037
317.146293,43,37.420218
390.709229,54,37.57757
304.66337,40,37.760644
182.207556,23,37.894851
174.529564,21,37.973351
384.225679,53,38.064923
252.688908,32,38.239216
300.360665,40,38.354411
370.796941,50,38.496242
374.728424,52,38.718252
377.028051,52,38.90317
306.141518,42,39.082309
298.687687,39,39.228663
296.753367,41,39.368566
316.238232,42,39.512975
395.505926,55,39.670698
261.072406,34,39.852701
361.983845,50,39.97846
131.897631,16,40.138852
333.879179,44,40.206549
228.76366,30,40.357984
344.677956,46,40.468752
381.998833,52,40.657669
381.579656,52,40.848022
432.907139,59,41.036124
352.308701,48,41.235361
303.586993,40,41.401025
325.365023,44,41.542388
228.870451,29,41.691806
390.042571,53,41.803634
208.298491,26,41.978174
346.31677,48,42.08029
371.099549,51,42.254623
345.840171,46,42.436338
272.226847,37,42.598993
341.941565,46,42.779573
142.951304,18,42.936132
317.914737,43,43.012297
336.382236,46,43.166707
350.367186,47,43.332701
232.945139,29,43.488329
257.354064,33,43.591371
300.640725,41,43.710929
360.993607,49,43.858973
74.919821,9,44.012414
298.880114,41,44.058081
273.161079,35,44.198707
341.066934,47,44.327921
254.45911,33,44.484763
258.736969,34,44.600888
286.405887,38,44.719233
260.561437,34,44.892572
361.576733,49,45.01666
95.269559,12,45.171369
372.21814,52,45.229715
360.689169,49,45.412299
312.225758,42,45.586271
262.851251,34,45.730448
328.533117,43,45.853693
325.874115,45,46.004117
352.5616,47,46.164153
328.678319,44,46.325331
346.7814,47,46.479096
305.685198,42,46.643546
242.56863,31,46.785514
406.899109,56,46.948655
347.722016,47,47.138772
350.143412,49,47.304756
359.386667,49,47.472735
338.549986,47,47.644594
316.130275,42,47.806991
279.049835,36,47.952293
416.390762,59,48.089146
342.509927,48,48.292197
394.137238,53,48.462891
260.341346,34,48.644791
75.180065,9,48.75441
365.690325,51,48.804138
361.626651,50,49.025494
331.397627,45,49.197843
308.461239,41,49.357275
414.405039,56,49.503297
308.186739,41,49.691957
347.24627,48,49.839814
280.099156,37,50.001826
353.396753,48,50.135653
180.456507,22,50.290843
393.889492,55,50.380661
370.372602,51,50.570361
304.497632,41,50.750862
334.762354,46,50.898152
350.401035,48,51.109012
291.298919,43,51.274893
371.947787,50,51.425662
242.868584,31,51.593356
339.443089,44,51.710441
358.081901,49,51.864233
377.927645,52,52.035847
370.497734,52,52.216985
392.255688,54,52.39845
380.690312,53,52.583765
364.511751,49,52.767763
253.795937,33,52.931009
345.373905,46,53.09618
342.242007,47,53.257936
243.913144,31,53.414802
406.78662,55,53.535145
313.494757,44,53.726709
372.741303,52,53.884305
295.776259,38,54.061168
358.03357,50,54.200998
262.72631,33,54.371903
335.945924,46,54.493371
326.715528,46,54.654567
376.27987,51,54.817556
300.046245,38,54.988023
307.568538,42,55.167796
229.403997,28,55.314048
249.649591,33,55.415502
383.919575,53,55.543514
344.48531,47,55.728362
349.703266,48,55.896228
334.475434,45,56.063779
381.923834,53,56.226757
362.480314,51,56.412071
351.060502,48,56.589628
364.079346,50,56.761515
370.81354,50,56.940324
418.190969,57,57.143584
271.882962,35,57.353096
372.849602,51,57.480426
262.755436,34,57.658596
361.276776,50,57.784626
372.875972,52,57.962807
327.436465,44,58.141531
361.055357,49,58.296576
338.056983,45,58.463957
321.527513,43,58.627987
319.623745,44,58.780257
300.083714,40,58.935112
257.900034,33,59.073866
405.362429,57,59.209526
256.978006,33,59.424363
247.899623,32,59.541108
314.500009,43,59.662072
382.049484,52,59.814619
33.4926,4,59.977301
331.434705,46,60.008672
236.001623,29,60.167557
346.433446,49,60.276963
327.706718,44,60.443929
372.628878,51,60.603723
288.994119,39,60.778652
320.66219,43,60.930566
367.875742,50,61.091309
335.61281,46,61.271235
347.773448,46,61.470972
308.716879,41,61.635566
374.538136,53,61.782673
335.402684,46,61.965456
301.590216,40,62.125136
396.276167,54,62.272709
329.130986,44,62.455201
311.979205,41,62.618614
356.756418,47,62.770911
306.36372,41,62.936782
362.567361,52,63.083199
361.793436,50,63.705345
378.501232,52,63.889673
371.884778,51,64.095944
366.199335,49,64.275844
350.25771,49,64.450548
389.611531,53,64.625169
278.366044,37,64.801793
349.916094,49,64.936869
375.473729,52,65.108226
330.598634,45,65.286618
321.136414,43,65.479839
380.274119,52,65.644188
313.309116,41,65.823347
341.931909,46,65.977891
271.17565,35,66.141961
292.983342,40,66.268051
329.717053,44,66.415182
340.614866,47,66.571673
266.234046,34,66.734579
292.044542,39,66.857897
409.555116,56,67.000599
286.687136,38,67.191422
370.208157,51,67.33378
315.744895,42,67.518117
406.516869,56,67.699486
366.702048,51,67.891948
149.799765,18,68.060475
283.613319,38,68.132402
328.55352,45,68.269917
135.188665,17,68.418633
343.551767,47,68.489489
361.508732,50,68.656404
356.421007,49,68.834008
364.95926,50,69.004216
371.10795,52,69.202745
234.917621,30,69.376856
368.88694,51,69.50058
225.869095,28,69.718083
399.390946,56,69.827658
337.932488,45,70.018421
352.450977,48,70.17784
377.421883,53,70.34809
332.780411,45,70.529368
152.598336,20,70.675161
285.617618,38,70.75292
377.004892,52,70.891387
368.297888,50,71.078651
388.654615,53,71.263403
316.684503,43,71.445841
142.627959,17,71.585928
366.413288,51,71.661779
251.009561,32,71.885778
359.166585,48,72.005931
375.120582,52,72.181453
302.328216,40,72.356598
327.035718,44,72.501612
253.172331,32,72.655688
334.692913,45,72.776149
198.93777,25,72.925324
288.877849,38,73.017293
412.246237,57,73.162276
330.490032,44,73.368636
339.413387,48,73.524907
380.903968,52,73.870808
336.713928,45,74.051955
342.335236,46,74.210055
323.281893,43,74.370538
380.10139,52,74.522867
317.146161,42,74.699714
392.56854,55,74.850141
322.364685,44,75.040256
371.593614,52,75.200878
346.088567,49,75.38952
276.932326,36,75.558714
424.233972,58,75.697653
369.490372,51,75.942984
356.499315,49,76.125296
325.210149,44,76.29663
344.905559,47,76.450876
393.226276,55,76.618241
322.74286,44,76.806733
334.941374,45,76.961645
364.565283,50,77.121764
228.699338,29,77.28986
259.694759,36,77.397653
302.381162,41,77.527557
273.660303,37,77.669188
425.956609,59,77.81022
288.711562,38,78.057041
375.415179,52,78.199556
361.975753,50,78.379335
302.556483,41,78.551764
214.295976,26,78.696388
172.609106,21,78.786195
288.838577,40,78.868412
328.350104,45,79.01558
346.71476,49,79.177128
369.08543,51,79.350503
355.178507,48,79.530598
359.209825,49,79.701383
371.643637,51,79.873284
366.88373,49,80.102011
369.912523,53,80.277495
291.521401,39,80.460213
332.473715,46,80.602903
275.137367,35,80.761888
285.241901,37,80.890275
273.582256,37,81.022232
348.693527,48,81.162098
361.96405,49,81.337974
301.081087,42,81.507688
399.661869,56,81.663106
291.477981,39,81.85766
323.024988,44,81.998378
259.085361,33,82.194629
401.479249,57,82.317166
260.254091,35,82.505822
307.554097,41,82.628655
340.232898,45,82.775429
332.86874,44,82.930845
252.948353,33,83.081576
401.064364,55,83.206397
343.643055,48,83.393824
396.043722,54,83.566696
370.890745,51,83.754975
319.893153,43,83.931233
327.121629,44,84.079418
292.231756,39,84.276993
362.281275,50,84.418871
294.143225,40,84.591307
392.088592,55,84.738833
355.901897,48,84.925517
347.914894,48,85.091817
403.57202,55,85.26217
378.129928,51,85.453121
252.193152,32,85.619927
360.564191,49,85.736433
301.478062,41,85.902694
382.742952,53,86.048462
306.007807,41,86.282791
310.318274,41,86.423799
290.920116,38,86.566161
376.430709,52,86.70355
398.635028,56,86.882442
300.689198,40,87.069802
260.096365,35,87.21059
295.157131,39,87.331627
270.712459,35,87.464665
297.926197,39,87.587195
189.52819,23,87.719225
155.981917,19,87.796557
298.406357,39,87.872677
414.937702,57,88.01602
329.696032,44,88.207448
324.672578,45,88.407134
306.865241,41,88.558066
376.425512,52,88.706964
330.48817,44,88.88508
360.707414,49,89.039151
265.324557,35,89.202535
310.223046,41,89.326874
405.275634,55,89.472964
299.42021,39,89.659405
379.743577,53,89.804115
324.147569,46,89.986037
402.375221,56,90.151994
250.718661,31,90.337592
287.001362,37,90.492155
364.402278,50,90.628281
305.981978,42,90.797202
341.147608,45,90.943711
227.412957,28,91.09485
333.822623,45,91.206517
277.406991,36,91.359681
317.140801,43,91.489552
351.358777,48,91.639358
408.768735,57,91.806834
294.450403,39,91.997258
310.019609,41,92.134755
226.510592,28,92.272795
287.938698,38,92.372293
189.761528,23,92.51412
204.208815,25,92.632594
403.853185,56,92.731744
276.364066,36,92.94034
218.458683,27,93.101155
257.105198,33,93.200534
332.394326,45,93.321482
326.406533,44,93.472867
395.812617,55,93.632031
330.098249,45,93.823647
338.959302,45,93.980173
282.356402,37,94.137753
291.725826,38,94.267699
361.290461,50,94.404948
299.121474,39,94.592566
317.695321,42,94.752952
403.558957,56,94.900668
347.657408,48,95.090353
373.688531,50,95.253872
308.51448,40,95.419391
81.908406,10,95.546652
112.413014,14,95.583047
390.80829,54,95.646191
352.527482,48,95.828482
343.206109,46,95.992442
209.223586,26,96.146171
337.733289,46,96.242392
377.836891,51,96.405151
319.152089,43,96.574339
389.723846,54,96.772779
325.828314,43,96.955236
302.903856,40,97.103411
334.48011,44,97.242547
337.167305,46,97.395443
375.075173,52,97.553665
411.176885,56,97.734712
378.035277,52,97.921216
359.935476,49,98.098598
273.240931,35,98.265594
354.802788,48,98.389652
331.762034,44,98.554175
308.949774,42,98.708331
144.169215,18,98.892658
411.241907,56,98.96839
303.822514,41,99.160409
337.304426,46,99.304268
360.363181,49,99.462044
404.199287,57,99.630909
249.407708,32,99.816417
377.846267,51,99.931862
298.325145,39,100.099143
310.276434,41,100.234274
145.040288,18,100.367043
414.284959,57,100.442618
249.336481,31,100.626798
268.442095,34,100.73216
293.819865,38,100.874112
373.637653,51,101.027114
285.221909,38,101.202354
395.580702,55,101.34247
331.414217,45,101.528938
378.037893,51,101.686536
224.300807,28,101.854342
395.067813,55,101.96408
326.837549,43,102.160282
381.955574,53,102.311538
77.228662,9,102.479213
346.111347,48,102.523811
329.877003,44,102.689022
235.444301,28,102.837303
371.545186,52,102.94869
394.27647,55,103.161063
357.828613,48,103.350464
371.088553,50,103.51924
302.584813,40,103.685909
346.877138,47,103.826032
277.277748,36,103.980317
386.375739,53,104.108944
329.500527,45,104.287806
345.080535,49,104.441966
298.509037,39,104.606537
321.667215,45,104.74048
276.170255,36,104.892025
291.402183,39,105.034837
423.635135,58,105.19715
256.618867,33,105.385199
353.671218,48,105.504519
335.168635,46,105.670064
222.819471,27,105.822352
257.28563,32,105.916299
350.369975,47,106.034221
410.06381,55,106.199706
341.472547,46,106.384584
362.694771,49,106.54214
304.658504,40,106.711374
392.217096,53,106.852212
390.316832,55,107.031948
392.614923,46,107.263029
333.160939,45,107.420367
324.446841,44,107.572984
286.238806,37,107.723585
126.820148,15,107.847769
389.752211,53,107.913549
254.998173,33,108.09139
302.380561,40,108.209754
357.92263,48,108.348716
126.871418,16,108.500447
244.193523,30,108.561605
300.384982,41,108.670489
313.255552,41,108.81415
203.785044,25,108.950667
314.719624,42,109.044622
310.282767,42,109.207974
374.478744,51,109.379776
179.013535,22,109.546671
285.648475,37,109.628778
368.783635,52,109.765527
359.757781,51,109.943012
353.736268,47,110.129702
310.222495,41,110.292336
407.790604,57,110.436686
325.015235,44,110.631517
369.389518,50,110.78471
349.020423,48,110.956213
394.459052,54,111.126555
359.335969,48,111.364096
311.3926,41,111.525646
329.496221,44,111.666188
295.3851,39,111.815498
202.981364,42,111.950407
234.068658,48,112.098106
269.182714,55,112.265644
229.766262,48,112.449026
188.240303,39,112.611454
204.025065,43,112.749839
240.819596,50,112.898225
224.021053,47,113.066898
241.750513,50,113.231671
256.63861,52,113.451282
243.935694,49,113.633665
251.409247,52,113.805534
253.363824,52,113.98864
241.912934,50,114.168912
250.982426,51,114.348181
233.077207,48,114.525135
150.610063,32,114.684516
167.735758,36,114.797632
237.946195,50,114.927982
189.263672,40,115.100278
196.717226,40,115.238793
146.750185,31,115.372745
159.003349,34,115.533872
132.97107,28,115.649759
227.575176,48,115.754338
192.430691,40,115.915614
136.821771,30,116.049825
211.882038,44,116.160287
220.972594,45,116.313475
147.99071,31,116.464079
160.605731,34,116.57075
227.175938,47,116.694427
247.109005,51,116.858948
218.859936,46,117.032938
245.005954,51,117.195894
252.490778,52,117.370855
86.985357,18,117.580751
169.84102,36,117.650845
200.365465,41,117.777615
181.526837,39,117.919192
197.362612,42,118.059084
225.503409,46,118.205746
264.236457,54,118.36489
136.984893,30,118.539416
218.765622,45,118.649861
205.672731,43,118.80329
157.347766,34,118.949078
248.483587,51,119.071276
177.600363,37,119.240088
120.45682,26,119.363705
232.703871,49,119.461767
255.297346,52,119.674371
228.924021,48,119.850272
250.393648,51,120.014387
235.126615,49,120.189945
221.993768,46,120.358893
266.132064,53,120.519977
240.814749,51,120.701669
174.065675,36,120.868746
220.744379,46,120.995795
231.508444,46,121.152091
207.796332,44,121.307124
188.931737,40,121.456063
129.503297,28,121.594423
150.334636,33,121.744447
275.739077,56,121.871262
220.984605,45,122.062301
277.055338,55,122.222869
184.838696,38,122.409899
219.307121,45,122.544529
268.657539,53,122.712003
170.385556,36,122.899202
270.233404,53,123.034225
214.697096,42,123.217636
265.744385,54,123.369427
258.454123,51,123.558666
132.332119,28,123.771958
297.252606,55,123.883439
208.114571,41,124.069687
229.877726,43,124.215285
208.759881,38,124.361824
348.968091,56,124.503103
312.666067,47,124.701733
231.828947,35,124.862836
217.419418,29,124.985419
297.156124,36,125.090512
314.898581,42,125.22062
345.172305,48,125.368425
278.968599,37,125.531214
329.414075,45,125.664825
357.883067,48,125.860245
347.927651,47,126.033997
446.690422,60,126.201546
373.894865,52,126.410884
401.313473,55,126.596381
275.186348,36,126.780417
312.22204,42,126.907492
392.468328,54,127.056474
329.875691,44,127.24815
148.598556,18,127.390199
370.342826,52,127.466752
243.433326,31,127.644665
302.584744,40,127.756035
385.406129,52,127.911691
340.953209,46,128.125099
309.646733,42,128.290874
359.232985,48,128.441785
356.923125,48,128.614871
290.129047,38,128.77981
343.781659,47,128.91554
383.525475,53,129.082112
333.946798,46,129.270254
346.212382,46,129.431953
283.053346,36,129.587937
320.372604,42,129.71812
336.38573,46,129.865226
293.081872,41,130.036323
350.611768,49,130.215851
153.883447,19,130.373624
348.827452,46,130.453262
265.681153,34,130.610155
302.998826,41,130.73299
281.38545,37,130.874614
304.463663,41,131.008241
298.152301,39,131.150219
400.811122,55,131.295694
167.75141,21,131.473552
340.658887,46,131.558771
307.156515,41,131.721558
389.440181,52,131.872607
240.854538,31,132.046228
348.789716,48,132.211249
395.479566,56,132.386117
348.141577,47,132.585289
312.266252,41,132.75133
350.306518,46,132.898982
342.481901,45,133.05793
401.607387,56,133.217593
256.268943,33,133.406804
256.335481,32,133.533618
353.211702,48,133.658259
293.19644,38,133.827016
253.372053,34,133.959788
333.303723,44,134.085737
382.055852,52,134.283648
295.380919,38,134.457784
269.406613,35,134.58791
186.760225,23,134.70846
266.947255,34,134.798182
245.874729,31,134.920268
351.126703,48,135.03641
316.431348,43,135.207078
202.93286,25,135.359351
369.548389,51,135.454647
198.47374,25,135.624959
296.796155,40,135.7169
220.877767,28,135.860096
355.196646,49,135.964607
350.837515,47,136.138659
349.671697,48,136.317364
400.933456,57,136.510032
396.610834,55,136.711164
393.032323,54,136.901993
140.000436,17,137.077921
408.972006,56,137.154124
361.344428,50,137.349294
385.107597,53,137.524477
359.421914,49,137.707013
387.578875,55,137.883035
362.859508,50,138.068919
307.187861,40,138.251159
278.206025,36,138.433918
400.715294,56,138.565313
110.447494,13,138.743258
367.616171,50,138.806302
391.421555,56,138.989001
253.605079,33,139.172699
327.134075,43,139.29078
379.769927,52,139.443161
360.648312,49,139.624671
295.502599,40,139.789569
351.1511,47,139.931929
282.422837,37,140.095791
279.77139,36,140.227287
377.792477,51,140.36027
373.365938,52,140.581469
268.828492,35,140.755298
323.557175,43,140.882264
298.606676,40,141.032513
298.250399,40,141.17334
179.163715,22,141.307874
282.678275,38,141.389238
321.317984,44,141.524286
299.36993,40,141.675056
286.065609,37,141.811847
150.71947,19,141.930373
387.868666,54,142.010948
290.121349,37,142.190706
368.065764,51,142.32267
282.998226,37,142.496703
307.592097,42,142.659473
352.059735,48,142.812393
340.018913,46,142.976713
280.581331,37,143.139008
338.45986,46,143.270881
414.071473,59,143.433047
408.313161,57,143.632226
347.860452,48,143.825921
276.212449,37,143.990908
307.773008,40,144.120122
260.767399,34,144.259853
357.239979,49,144.384735
379.033366,53,144.565514
276.632536,36,144.766755
357.303435,51,144.89523
288.850609,39,145.068533
188.042365,23,145.196302
226.680215,28,145.278815
331.580547,45,145.45289
405.143559,56,145.611624
270.75963,35,145.794483
348.810906,48,145.920072
325.521398,44,146.081698
303.1879,40,146.230711
184.765022,23,146.361686
327.452811,45,146.447113
226.623185,28,146.595767
376.946669,51,146.750206
301.188998,39,146.919008
331.788788,44,147.055229
309.015225,43,147.208481
307.631617,42,147.361538
395.185849,55,147.513552
353.072015,48,147.703481
340.121922,46,147.868661
279.848636,38,148.026201
305.780632,41,148.163632
344.213136,47,148.304118
354.411467,48,148.468862
381.684418,52,148.638001
177.812076,22,148.84927
288.610143,40,148.936917
292.648191,39,149.076558
317.210623,43,149.213088
234.641018,30,149.357921
285.852059,37,149.462693
408.783054,56,149.595184
332.752881,44,149.782274
348.775145,46,149.935798
337.104655,44,150.095869
352.790777,47,150.252445
373.918447,52,150.419752
378.621482,50,150.601418
360.555227,50,150.777223
361.225549,50,150.997152
385.560664,53,151.170206
333.645356,46,151.347157
396.158363,55,151.507396
373.642999,52,151.701774
310.58765,41,151.876242
384.209016,53,152.021845
233.766541,28,152.197141
216.615799,26,152.291872
317.62147,42,152.388758
342.147137,48,152.535031
436.952784,59,152.711781
328.4106,44,152.932004
292.414176,37,153.184919
245.578021,32,153.316277
233.07836,29,153.425354
328.613044,43,153.531486
322.145676,43,153.686886
147.507852,18,153.828021
332.633488,46,153.90327
370.638313,51,154.066269
100.627426,12,154.22923
334.073352,43,154.284131
299.116281,39,154.431112
388.460229,53,154.574721
128.892911,16,154.744263
321.09564,43,154.810537
373.25525,50,154.962897
351.687968,46,155.187743
348.410244,46,155.348619
310.236099,40,155.506916
364.811351,49,155.653761
221.555966,27,155.811875
392.011361,54,155.914161
329.006382,44,156.096422
332.277683,45,156.250567
348.38089,46,156.409364
291.470363,39,156.56515
376.128859,50,156.708236
381.716871,53,156.884128
385.884422,53,157.068765
419.910015,58,157.298593
378.615823,53,157.496599
372.882826,52,157.684729
325.057303,44,157.861472
365.055831,50,158.016638
290.51688,38,158.186216
403.735593,53,158.323155
356.581111,47,158.504395
288.008316,35,158.662365
373.749549,50,158.791105
403.13472,54,158.963944
312.454374,40,159.145262
323.402491,42,159.289206
348.3665,46,159.484451
337.928852,45,159.646535
355.625188,49,159.803778
370.233101,50,159.97487
221.298133,27,160.139872
326.574928,41,160.237131
417.385733,56,160.391189
381.562271,52,160.583856
294.084787,38,160.76106
306.735469,38,160.893777
300.805424,39,161.026626
343.966339,45,161.164144
369.124427,47,161.319432
399.815909,54,161.563507
383.60235,51,161.747748
293.158695,37,161.917578
342.826436,44,162.046705
356.863993,47,162.199375
409.27847,55,162.368335
398.397464,54,162.555284
363.625943,47,162.73726
215.358499,26,162.891926
365.717633,47,162.988919
415.590562,54,163.150771
343.316832,46,163.336438
273.818474,35,163.489574
290.832942,38,163.663213
331.3839,44,163.795072
204.970167,25,163.938804
385.930561,53,164.033939
361.094767,50,164.216483
329.009011,45,164.386721
381.431752,52,164.540603
349.810856,47,164.715509
369.503053,49,164.877126
318.232043,42,165.040766
354.07872,48,165.187127
206.470269,25,165.349674
363.576344,50,165.44698
33.259381,4,165.649477
318.729199,43,165.678678
58.636753,7,165.812215
277.72186,36,165.849461
330.138725,46,165.97602
404.079495,56,166.140335
322.417823,43,166.325889
339.168628,46,166.471302
434.44601,61,166.632504
355.1264,48,166.836106
250.904325,33,166.993376
391.892944,55,167.118593
299.722798,39,167.301565
250.937417,32,167.430176
418.860029,57,167.547761
359.088556,48,167.786432
395.073166,55,167.954526
368.768914,49,168.139928
305.947326,40,168.307943
310.478631,41,168.447489
276.130738,36,168.586188
308.591048,40,168.712214
253.155674,32,168.846479
394.035644,55,168.967517
395.878725,54,169.156281
336.282185,44,169.341558
337.232189,45,169.492816
320.354976,43,169.650253
343.337594,47,169.846826
301.573244,40,170.003762
352.531049,46,170.144227
358.923338,49,170.30319
305.187289,41,170.469594
409.233706,56,170.616012
345.470436,47,170.805969
380.384553,51,170.967819
312.279449,42,171.140688
85.815653,10,171.272672
375.457702,52,171.327554
334.699364,45,171.503058
321.060514,42,171.657108
248.437736,31,171.839787
315.32462,42,171.948131
386.971216,52,172.101863
373.807885,52,172.279712
294.511046,38,172.452055
418.048532,57,172.590545
343.860959,48,172.785083
343.035688,46,172.946938
370.347418,51,173.10639
292.30859,39,173.274711
249.834939,32,173.409152
327.114132,42,173.524114
273.957701,36,173.666833
392.317468,54,173.796508
393.96024,53,174.025983
391.131591,53,174.205788
300.346845,40,174.389383
309.753433,41,174.526877
328.816842,44,174.668414
306.868353,41,174.820136
276.709841,36,174.963059
339.547469,44,175.089742
254.009128,32,175.236144
329.012354,44,175.350295
333.358082,45,175.503068
396.671873,55,175.665296
403.255996,56,175.854998
369.919078,50,176.093218
365.719044,50,176.263261
319.170623,41,176.429584
347.823104,47,176.57083
250.58464,32,176.72693
257.571246,34,176.836116
355.38264,48,176.95584
303.805594,41,177.117856
141.935937,17,177.249036
353.836103,48,177.326088
408.935943,56,177.495034
339.359836,47,177.690718
66.467104,8,177.835479
351.624969,47,177.877531
158.316103,19,178.079745
377.621647,52,178.157167
369.206759,51,178.335665
400.201336,55,178.513284
328.895753,45,178.697337
359.084322,49,178.85388
356.401489,49,179.020882
370.109341,50,179.191619
363.730966,49,179.362573
423.306352,59,179.53017
255.821548,34,179.721862
368.596441,50,179.843127
419.156888,58,180.017331
266.965546,35,180.254983
362.192567,50,180.382252
332.785371,44,180.550808
269.052481,35,180.698017
355.675767,48,180.824923
252.96751,32,180.982188
345.528365,46,181.095569
398.285704,55,181.255346
277.653678,35,181.434115
